item_id,identity,team_path,collection_before,collection_after,stable_key_before,stable_key_after,applied
42532,paises/brasil/atletico/2014.htm#editorial:hx001:table-315:description-table-324,paises/brasil/atletico,camisas/brasil/atletico/04_14,camisas/brasil/atletico/08_14_2,item:73b586329febee3a7673da20af8deaae0f331204859a8b25bc82f409ba5cc43d,item:bead00e60ad16bd850fdd8244274c6d96af5bdc98d74e576b6b94ab534521084,TRUE
42537,paises/brasil/atletico/2015.htm#editorial:hx001:table-107:description-table-116,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:22812046c7a3427411ef29210447d4b5cdd904110dacdee79793398c4fa923d2,item:6c9ce90b48ff853d3f178427faa689adea0eb70468cbce9c5a6458fc817c4c7a,TRUE
42538,paises/brasil/atletico/2015.htm#editorial:hx001:table-132:description-table-141,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:8729ca6d722505b079b1d5c91c552470b5f32049b73a465f43ca407a3617ba6c,item:deb9340782cc309e04c7d8d843826184ad9031a341f390ae2c1c290a0e6d1e1d,TRUE
42539,paises/brasil/atletico/2015.htm#editorial:hx001:table-158:description-table-167,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:d2918dece17c472de8e32fc7d73f101a8e87cc51578497f0ea05a967abc919a2,item:57a62a342d464c0baed132ccd521aa834f7297dc29dcc08c24919308ca763d38,TRUE
42540,paises/brasil/atletico/2015.htm#editorial:hx001:table-183:description-table-192,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:59a8232818e2f1471f7e903bf331f264abba61cf1933c96cfd2285cec49ee6e8,item:1971dfa990711103fd2beb68fb271eaa15fda960e5c10fbed2a8d1e3d248efdb,TRUE
42541,paises/brasil/atletico/2015.htm#editorial:hx001:table-208:description-table-217,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:70141d5cb7d0a332408c9a34ed0e5012e68a1610c79cb51937f7d7ea0a3e0aac,item:f96907105ca0ebd8b77465a3454e30e2fa0fd7fb6728287ebd6f359f70f8cf23,TRUE
42542,paises/brasil/atletico/2015.htm#editorial:hx001:table-233:description-table-242,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/06_16,item:1c2829d3761834f9f3b8c68c7af5793107a00846fee1cd3fa8fd4d4b7c0b0f43,item:25a0d9d2d534bf2be1cfe46f9575dee344827f68e809cb588775d908919b3abf,TRUE
42543,paises/brasil/atletico/2015.htm#editorial:hx001:table-258:description-table-267,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/06_16,item:b4ee5c87ada853a75b053bca143fe9f4576d3f609d1129109e6ee195f092b669,item:5a8935e77d2150c2d0b967c3860000e6f0f889d7a46242147cb0804501b33156,TRUE
42544,paises/brasil/atletico/2015.htm#editorial:hx001:table-283:description-table-292,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/06_16,item:9aee98b3831670e09821f03d36cb2b8c4a79ea7c43f3b12d49c45d00207e46be,item:2a2373d48c68665202a810b85f98ef2e14135dd7606b5b25211ee2c561e7c0b9,TRUE
42547,paises/brasil/atletico/2015.htm#editorial:hx001:table-360:description-table-369,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:d5968a393a8685f73f2bdf61bf373015034178a3c8f7a91fb1718893ecec14e2,item:890482f7593a8636921419f066b14395d830d13e9e11f4340ab6d37dc0eca008,TRUE
42548,paises/brasil/atletico/2015.htm#editorial:hx001:table-386:description-table-395,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:5b73ceef2e618b338a3aa08cdc1bcc074c98f2ae1a8f6a48c54297d5bccd2d09,item:1f64012a28536ba5b89f9993d87a19d3305598d23a9d653ff3c860fc42b4063d,TRUE
42549,paises/brasil/atletico/2015.htm#editorial:hx001:table-412:description-table-421,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:28127e57ea8d36c719f5b5557fcb0b9467dbf0fba51b44e1e5b5be53bc3e23e4,item:89691eca8342f674234d93d9c5a7f3ad04b7658d5c4ccbe7c96df188e124a015,TRUE
42550,paises/brasil/atletico/2015.htm#editorial:hx001:table-438:description-table-447,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:25caac4cc18b9c31de49171f2258cc66115b95c7f620b9d55f300668b0829d4f,item:2397aba341f445eb5a36e3399d736eb76017deaadc305e8c2b340ae8970a77c4,TRUE
42551,paises/brasil/atletico/2015.htm#editorial:hx001:table-463:description-table-472,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:656e3dad7882561cd985a787c22981c3c6234fdff963b54941907c44399c2886,item:1b7a642d92bb64a138e64406542b931725a17b9189b8ac4dffba6e5138b894b6,TRUE
42552,paises/brasil/atletico/2015.htm#editorial:hx001:table-488:description-table-497,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/04_16,item:8a9a85a44333a4368a7e08aea8f87ec5f5e2839313b4e2fdf88bc35d0db934ca,item:bd2f8761e8e4f85c0f80896bbea3f5a0a6799705bdc765f3175481846ee66e41,TRUE
42553,paises/brasil/atletico/2015.htm#editorial:hx001:table-513:description-table-522,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/04_16,item:9d2f7075fbaea13bf3ea1c38d3994aeb3b83c2093f8c1e6565748e0811417f58,item:af792929f6db5bd261851f54cc352a33d2594cfdda72c4f3d3fe870d459e9f9b,TRUE
42554,paises/brasil/atletico/2015.htm#editorial:hx001:table-538:description-table-547,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/04_16,item:1b036e02ae5a323f8ce447e656477efbc3ef9cd2928db09e5e0df2c1bf85d750,item:2fe9f5788cf636c5fe34aa887b97aede5ce247d2fbf55b26d036b31daa9e8505,TRUE
42557,paises/brasil/atletico/2015.htm#editorial:hx001:table-613:description-table-622,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:7fea1a660d651df35a9dc382cae13d5b42a82b36c29514427d41fa7c777a6c1a,item:e68b6a96e4bac2a958a7c84061658ae0a57444e38605278d881805ba4ed82684,TRUE
42559,paises/brasil/atletico/2015.htm#editorial:hx001:table-663:description-table-672,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:14657c3c0dd2a428e61926838ed572081224d8b14f8d31297e749c328af189ae,item:92765bbd18bb4a9d5362d9fb0d574efe120544b6d1a7b91ba489e927ccb13b60,TRUE
42560,paises/brasil/atletico/2015.htm#editorial:hx001:table-688:description-table-695,paises/brasil/atletico,camisas/brasil/atletico/04_15,camisas/brasil/atletico/03_16,item:38f5c07aa5a36f5ca45e0d60f8215ac84c495aabaa9355679ec7eb0fe6ed2bae,item:8eb2a01cd55cb4bd877472e07c2f678deb656246d2de3924ba427f384b6fa40b,TRUE
42568,paises/brasil/atletico/2016.htm#editorial:hx001:table-165:description-table-174,paises/brasil/atletico,camisas/brasil/atletico/03_17,camisas/brasil/atletico/04_20,item:55b869d85f4964088f50e5f0249346bac987884f00b7add834623f10178119ff,item:12782a3eec214ddabbf5b6a72b9e26336aa36b6b8f3dfe8ed4cd16f644ae2d16,TRUE
42569,paises/brasil/atletico/2016.htm#editorial:hx001:table-188:description-table-197,paises/brasil/atletico,camisas/brasil/atletico/03_17,camisas/brasil/atletico/04_20,item:8fcc2758aeae379e1c3afeae63f1465158e6f11cb5cbfb757dbfbb0254e5fd68,item:8b3725bfdf8657e371e6e9948399ed6df5cf8f1d86caeb0593d8aaba9403a0f0,TRUE
42570,paises/brasil/atletico/2016.htm#editorial:hx001:table-211:description-table-220,paises/brasil/atletico,camisas/brasil/atletico/03_17,camisas/brasil/atletico/04_20,item:c2b164b29c77f6eb7c5f115be9548cb16ba23ea8ddd9f2b4c87ae7acfe6017b0,item:b6799524f642764b3e3e62579c752a25bce3309f7a186528528d7ceb9fa63999,TRUE
42583,paises/brasil/atletico/2017.htm#editorial:hx001:table-33:description-table-42,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/03_20,item:befd897028411553c82029bd25d12f5f46a47ed2663252153f7b697f5cf9956c,item:ca304c96747d9f46d01cbd3d96eee10cfad558b32ab0cd954a6f6f45d95b1b2a,TRUE
42584,paises/brasil/atletico/2017.htm#editorial:hx001:table-56:description-table-65,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/03_20,item:ec57bf89bf4b8413776cdc3d7a05108fcaa67f4b3d9a30df3bcf2f91fcb33994,item:d744c46d4ce27fac66692ef437223896b60227a7586be9a027476f6fe6ec3544,TRUE
42586,paises/brasil/atletico/2017.htm#editorial:hx001:table-101:description-table-110,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/11_17,item:984634383166c06adfbcea95de1d0ddbc96f43f1efaa7f3b6756ce96dda8e5f7,item:c76109e2c60944ead9f5f50566c547e07a1722ec30acde6e2b95e4ea02620449,TRUE
42587,paises/brasil/atletico/2017.htm#editorial:hx001:table-123:description-table-132,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/11_17,item:0c69765ac7a981820bb48cb7cadd65212d50742646c42ce78f0e41e67290332e,item:4097bff02cbaa308cab2b61d4ebb75f749faf84c761b942fe96f2541240829bd,TRUE
42589,paises/brasil/atletico/2017.htm#editorial:hx001:table-167:description-table-176,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/02_22,item:b829da9360bb829a7c0f9e3f1d615a132d4b677dcfd53029db49b96db790b0fb,item:8d5bb7e64c36e74c1ef9fb9e8f4bb50b3ed93f1f1a2c0cd529fe5e8916ede980,TRUE
42590,paises/brasil/atletico/2017.htm#editorial:hx001:table-190:description-table-199,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/11_17,item:900db3f4fbbd2b48282f648e7a013fd8ecc89c4b471675c7b1fd5c1747db5427,item:a77be5d2b45d980b8160050bbc985f308433a06870bb2e26cb9bb3a827d1dd18,TRUE
42592,paises/brasil/atletico/2017.htm#editorial:hx001:table-234:description-table-243,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/01_18,item:d2404132952063dbd1731884e1255227ee8b9fbadc69ac456b49078afe9c4c57,item:0a3776b41b80a135df1d24c5715151b95b277db24c53e2f25e6029f4030da846,TRUE
42593,paises/brasil/atletico/2017.htm#editorial:hx001:table-256:description-table-265,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/11_17,item:cc7a39cbc912e94cef26cd05c5d847fc593a459c52081115cb4a03549d7833b9,item:7fa2d618a004eb78f6034a4a09812701c4d6ae16076e6fe0bf933ff40409f8b7,TRUE
42595,paises/brasil/atletico/2017.htm#editorial:hx001:table-300:description-table-309,paises/brasil/atletico,camisas/brasil/atletico/07_17,camisas/brasil/atletico/11_17,item:b7bac5a6c83a76219ffa7652311cab4d19fe3621705c0ca13e9b671ead53424b,item:6b8f2bddfa6de76269eeccdd874ebf415cb2f6ff721e84e1c6be34d8839c3498,TRUE
42599,paises/brasil/atletico/2018.htm#editorial:hx001:table-80:description-table-89,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:d0a13a6b88c3cd16bc53ab1f35574b0469f95d353766b723ced1f107d6be402c,item:6edb886ca06080ad4656d02241729489226b8197d9bc92f8ea3b5e39f6c700e4,TRUE
42600,paises/brasil/atletico/2018.htm#editorial:hx001:table-103:description-table-112,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:71d263b584c25db7ecdc3cfebb380defe7883ff3f612c74e23a19ae59062a826,item:38fa140be33ebc57af69bc34333ef030adcace6697996cf30896681c9cd1010e,TRUE
42602,paises/brasil/atletico/2018.htm#editorial:hx001:table-148:description-table-157,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/10_18,item:b106f2d1397e14af6c8acec89d07d3d1528bf5077c7ddb2f36309ac796597bf2,item:afcb5c67769e58050d8089c95b2f89746a392303e4b7550a231137697ec9d1b8,TRUE
42603,paises/brasil/atletico/2018.htm#editorial:hx001:table-171:description-table-180,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/10_18,item:78080d155a073193be9a35beb7e4307ba5893265a59e866666af6a42bc24ebff,item:64eca4abd5f4ad75d21e6555ab7ea4deee3c0352ce3a73ec8f10a9042039e663,TRUE
42604,paises/brasil/atletico/2018.htm#editorial:hx001:table-194:description-table-203,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/10_18,item:4d0405220159af1e8c420cb150963f93a2c7d3e6f1e675d942a2fd98f00434d9,item:19b2d810f98cb6c3fd3d57ef262cbab2685c21866988a49e9df1f906dbc804ab,TRUE
42605,paises/brasil/atletico/2018.htm#editorial:hx001:table-217:description-table-226,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/03_19,item:d75e49a68a2e61489aac10a4631c12b7846f07158733a3b1a345c12072b27c8d,item:6527160620e28dac6555539f3e7c7f303306dd27fd45683001b5f02288e0463f,TRUE
42606,paises/brasil/atletico/2018.htm#editorial:hx001:table-240:description-table-249,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/01_19,item:ced9c564b625a79a7c86dc8953f3fc9d7f71a629f76e469763e8483fc696621a,item:0f6ef509bf1d21c5123ee60045bee1630bf951c657debe274e24f633a47de0a3,TRUE
42607,paises/brasil/atletico/2018.htm#editorial:hx001:table-263:description-table-272,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/01_19,item:469ab89c7e946992a01a687cbac5519ca23687ea5c098b5ed1c6490251a0b3b8,item:0aff37258da1f72fdc1e2af74e80c43aa25a2ed834ed6ec991c675043184b7d6,TRUE
42608,paises/brasil/atletico/2018.htm#editorial:hx001:table-286:description-table-295,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/03_19,item:c03a3ff7d022c0bebc0cd8e266d39b7512ee5122ddc30379054ffcfebd35fc2e,item:4b2e00f8d8a42feae891bb99ccbaf80848697b6e40a7473c3155e454815611d2,TRUE
42609,paises/brasil/atletico/2018.htm#editorial:hx001:table-310:description-table-319,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/03_19,item:6190a8bb25075dd23d13c2f8470115bbadfb75b21b06e3a611ad1442beeda76f,item:b3b0c9c9f8a83e8cc9d18b58668cab2b63f7eb976d79d8e5077160139bac4300,TRUE
42610,paises/brasil/atletico/2018.htm#editorial:hx001:table-334:description-table-343,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/03_19,item:15d8a9c1583ffd42e6c3b268c2880bc8ebfa4ed5592810e731ca0056480a20bc,item:3d0f3a7542b99b48a7a4368902c24ed412b58f69b9fd48e47e37b5404486e363,TRUE
42611,paises/brasil/atletico/2018.htm#editorial:hx001:table-358:description-table-367,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:7bea5e021e144c26c53017547426b7ae0e664b8dd5d5742370b6fe8e170971ca,item:e169255a32587fc435bd74227898b391fa184d2ec38085e30821fddff947d151,TRUE
42612,paises/brasil/atletico/2018.htm#editorial:hx001:table-381:description-table-390,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:ed514403e734532fef78e2f3c4587196f7a3c52e2fb7bc6f0aab66b7424d5db5,item:7ed8add17cd9957f20dc5852ebcebdce270111d1387c59aee8c8957d16d32ba6,TRUE
42613,paises/brasil/atletico/2018.htm#editorial:hx001:table-404:description-table-413,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:da256aa859e14b84f43e09574f34ffb9c40c8f14974f4ef56ca0641d7e6892de,item:618d31b3c1482193168e6fe9d366954530da1b00788a2cdb2c208dc914f5bf27,TRUE
42614,paises/brasil/atletico/2018.htm#editorial:hx001:table-427:description-table-436,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/08_18,item:c098f89c38838db98c61d77dc49ec788d2b5b72e56d59c7ea62be12eeb14b3f5,item:65f0819a46dcf1ab0017bdbbef9e7948049ea58eea47b6f322e789d7d5099d64,TRUE
42615,paises/brasil/atletico/2018.htm#editorial:hx001:table-450:description-table-459,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/09_18,item:2039d6a66e0099f1dc37365d33b522426e1d1e0faf004932e9a2ba80a0a31510,item:96365b2f5e3b19410017e0f4b1b4e5fda00d6be2868388a9b7eee6b603748e05,TRUE
42616,paises/brasil/atletico/2018.htm#editorial:hx001:table-473:description-table-482,paises/brasil/atletico,camisas/brasil/atletico/07_18,camisas/brasil/atletico/09_18,item:fd5ac79c6a9bc4a3f1076851351d7703b7e3c3e028a9a7f0ffeddb65aa6f8c38,item:8b83e6347b08e6bb567489d7057fc1a5e81c0b25813dd660b1e499707677d30d,TRUE
42621,paises/brasil/atletico/2019.htm#editorial:hx001:table-103:description-table-112,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/10_19,item:7c865fe2b9f9f02b5a77831f8ed803e9b9fa6682315ad38484ae672eafaac848,item:7f39b8ef203dccf372e75885c8ef02192667f2f86be08ed70904c01583acd739,TRUE
42622,paises/brasil/atletico/2019.htm#editorial:hx001:table-126:description-table-135,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/10_19,item:3edc7f438d6d22a6eceea5f335e366b7c9a7d80fd89388f6dbb1ee551eac518f,item:58e4938d886f05f0d685984d09c1f50c137b94188f734fd318912e749467bed9,TRUE
42623,paises/brasil/atletico/2019.htm#editorial:hx001:table-149:description-table-158,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:8df218401be8ea30723a6b6316d3f13ab82ad780240dbd5a5614343562735c81,item:7eeb0ff0e0dad69a486bd0b72b94547fdaac21aca7258b8fa386a965353f8499,TRUE
42624,paises/brasil/atletico/2019.htm#editorial:hx001:table-172:description-table-181,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:0ebe5c3e917b681710d04d097251530fb107609ca8856c247815f5e9cf9dbf4b,item:8e31d4c5e165da8301dafa72977eace65212a2569153a88ce80f46ca760230a8,TRUE
42625,paises/brasil/atletico/2019.htm#editorial:hx001:table-195:description-table-204,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/03_20,item:a040fb1415f0e3d34f6d670e4d4dd3699e81405b03cc84e061723c402fa5a395,item:cff26911a37374b33f207944ae6f21ca45661cc723bfac968f177f5417cb6699,TRUE
42626,paises/brasil/atletico/2019.htm#editorial:hx001:table-218:description-table-227,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:807e721e41fbcbad8cea82940e52da15f1cf4ab683042ee0a615571edb395ccc,item:dffeeeb246185437308c2fbe14dbd7292dd03ae48159ffa544fc0fc0644fc681,TRUE
42628,paises/brasil/atletico/2019.htm#editorial:hx001:table-264:description-table-273,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:f3978e7d7d33f60897b55cfdc69b0ecdba4c78cda6d9089d511a5b2e4cc0fc95,item:ca0e088d246efcd6e656faea53370e7e3f28bbd7e46dff3d6a60beb4e7223503,TRUE
42629,paises/brasil/atletico/2019.htm#editorial:hx001:table-287:description-table-296,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:35f553bbcf3a1406042e81f60c658a21e859f31f596ac9d1a7144bdd89b3ff29,item:19d9ae87b7f1283bc2b0a3a648715750c9cc1965579c657b10d9a55f597f6e22,TRUE
42630,paises/brasil/atletico/2019.htm#editorial:hx001:table-310:description-table-319,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:27b8af8a1a250a03fa9490baa1175d9439ced57b13d342f2facbaa50cdb3e80b,item:f6179c5cdd386fb8952d8b12db59fcff1b2c63f7915fa951db7913a6575701a4,TRUE
42631,paises/brasil/atletico/2019.htm#editorial:hx001:table-333:description-table-342,paises/brasil/atletico,camisas/brasil/atletico/11_21,camisas/brasil/atletico/01_20,item:1ba3d8bd45365cec12d0870641f62287666d01a0c5c7853e13fb8f75de368d6a,item:fba813ab6017da9f68d124e6f33de461a6d2d3702be03d0270b02b7eca8db3e6,TRUE
